"date","hour","activity","workout","keywords","time","i0","i1","i2","i3","i4","i5","distance(km)","climb(m)","intensity","t-intensity","ahr","mhr","controls","spiked","rhr","sleep","weight(kg)","injured","sick","restday","shoes","route","description","private note"
"2018-10-27","18","Trail Run","intervals","","00:36:13","","","","","00:36:13","","7.6","40.0","4.0","","166","186","","","","","","","","","Saucony Breakthru 4","","Two sets of 3x 500m and 2.8 tempo with 40 seconds between reps and 2 minutes between sets. ",""
"2018-10-27","18","Trail Run","warm up/down","","00:06:13","","","00:06:13","","","","1.0","20.0","2.0","","","","","","","","","","","","Saucony Breakthru 4","","Cool down after interval",""
"2018-10-28","10","Road Run","long","","01:55:47","","","","01:55:47","","","22.6","185.0","3.0","","155","174","","","","","","","","","Saucony Breakthru 4","","Solo long run",""
"2018-10-29","17","Road Run","","","00:36:56","","","","00:36:56","","","7.8","35.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Quick run before midterm ",""
"2018-10-30","17","Road Run","warm up/down","","00:08:12","","","00:08:12","","","","0.8","","2.0","","","","","","","","","","","","Saucony Breakthru 4","","Quick warm up",""
"2018-10-30","17","Trail Run","intervals","","00:51:27","","","","","00:51:27","","11.4","","4.0","","","","","","","","","","","","Saucony Breakthru 4","","First did 6.2 loop with increasing pace. Then after a rest 4.2 loop, starting at a faster pace and increasing. Ended with 5 hill reps",""
"2018-10-30","17","Road Run","warm up/down","","00:05:00","","","","00:05:00","","","0.7","","3.0","","","","","","","","","","","","Saucony Breakthru 4","","easy cool down",""
"2018-10-31","17","Road Run","","","01:22:43","","","","01:22:43","","","17.2","100.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Steady run ",""
"2018-11-01","20","Trail Run","warm up/down","","00:25:00","","","","00:25:00","","","4.7","10.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Warm up for interval ",""
"2018-11-01","20","Trail Run","intervals","","00:38:08","","","","","00:38:08","","8.25","20.0","4.0","","","","","","","","","","","","Saucony Breakthru 4","","8 times 1 km intervals",""
"2018-11-01","20","Trail Run","warm up/down","","00:05:09","","","00:05:09","","","","0.8","10.0","2.0","","","","","","","","","","","","Saucony Breakthru 4","","Quick cool down",""
"2018-11-02","17","Road Run","","","00:56:55","","","","00:56:55","","","10.3","50.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Very easy run",""
"2018-11-04","12","Road Run","long","","01:34:13","","","","01:34:13","","","18.5","140.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Long run on wilmot line route",""
"2018-11-05","17","Road Run","","","01:05:10","","","","01:05:10","","","13.2","60.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","was planning to go a bit further but had a little knee pain do cut it short",""
"2018-11-06","17","Road Run","warm up/down","","00:44:55","","","","00:44:55","","","","","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Was going to do interval workout with xc team but knee pain kicked in again. decided to take it easy for the rest of the week before the raid ",""
"2018-11-09","22","Unspecified","","","00:45:00","","00:45:00","","","","","","","1.0","","","","","","","","","","","","","","Tried pool running for the first time. ",""
"2018-11-11","10","Orienteering","race","","03:15:00","","","","","03:15:00","","26.2","515.0","4.0","","","","","","","","","","","","VJ IRock","","Quite an enjoyable raid. ",""
"2018-11-13","17","Road Run","","","00:50:43","","","","00:50:43","","","9.8","55.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-11-15","21","Road Run","","","01:27:58","","","","01:27:58","","","15.9","","3.0","","","","","","","","","","","","VJ IRock","","Longer run in the snow storm ",""
"2018-11-16","23","Trail Run","","","00:32:31","","","00:32:31","","","","5.7","50.0","2.0","","","","","","","","","","","","VJ IRock","","Easy shorter run",""
"2018-11-17","","Trail Run","","","00:16:13","","","","00:16:13","","","2.0","","3.0","","","","","","","","","","","","","","",""
"2018-11-17","","Orienteering","race","","00:52:58","","","","","00:52:58","","7.6","","4.0","","","","","","","","","","","","","","",""
"2018-11-17","","Road Run","warm up/down","","00:36:12","","00:36:12","","","","","3.6","","1.0","","","","","","","","","","","","","","",""
"2018-11-17","","Orienteering","","","00:50:42","","","","00:50:42","","","8.0","","3.0","","","","","","","","","","","","","","",""
"2018-11-18","","Road Run","long","","01:47:24","","","","01:47:24","","","21.2","","3.0","","","","","","","","","","","","","","",""
"2018-11-19","","Road Run","","","00:51:29","","00:51:29","","","","","10.6","","1.0","","","","","","","","","","","","","","",""
"2018-11-21","","Road Run","","","00:26:12","","","","00:26:12","","","5.5","","3.0","","","","","","","","","","","","","","",""
"2018-11-24","","Road Run","","","01:00:58","","","","01:00:58","","","13.0","","3.0","","","","","","","","","","","","","","",""
"2018-11-26","","Road Run","","","01:03:29","","","","01:03:29","","","12.3","55.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-11-27","","Road Run","","","00:51:26","","","","00:51:26","","","9.9","55.0","3.0","","","","","","","","","","","","","","",""
"2018-11-28","","Road Run","","","00:51:52","","","","00:51:52","","","10.8","55.0","3.0","","","","","","","","","","","","","","",""
"2018-12-03","","Road Run","","","01:16:59","","","","01:16:59","","","15.7","55.0","3.0","","","","","","","","","","","","","","",""
"2018-12-04","","Road Run","","","00:43:25","","","","00:43:25","","","9.1","65.0","3.0","","","","","","","","","","","","","","",""
"2018-12-08","","Strength","","","00:35:00","","","","00:35:00","","","","","3.0","","","","","","","","","","","","","","University strength testing ",""
"2018-12-10","","Road Run","","","01:17:13","","","","01:17:13","","","14.5","55.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-12-11","","Road Run","","","01:38:12","","","","01:38:12","","","18.6","150.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-12-12","","Road Run","","","01:01:26","","","","01:01:26","","","10.2","","3.0","","","","","","","","","","","","VJ IRock","","",""
"2018-12-14","","Road Run","","","00:32:46","","","","00:32:46","","","5.7","15.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-12-16","","Road Run","","","00:50:00","","","","00:50:00","","","9.3","115.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-12-17","","Note","","","","","","","","","","","","","","","","","","","","","","","","","","My training and logging over the past couple weeks have been lax with the ramp up school with exams. Although now I'm on winter break so I can train a bunch over the next three weeks. ",""
"2018-12-18","17","Road Run","tempo","","01:06:05","","","","01:06:05","","","13.0","","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Bit of a change in route to avoid a pack of coyotes ",""
"2018-12-19","19","Trail Run","","","00:21:31","","","","00:21:31","","","2.7","","3.0","","","","","","","","","","","","VJ IRock","","Warm up to intervals ",""
"2018-12-19","19","Trail Run","hills","","00:43:29","","","","","00:43:29","","7.3","125.0","4.0","","","","","","","","","","","","VJ IRock","","5 reps of the hills on chedoke golf course ",""
"2018-12-19","19","Trail Run","warm up/down","","00:12:28","","","00:12:28","","","","1.5","","2.0","","","","","","","","","","","","VJ IRock","","",""
"2018-12-22","11","Trail Run","warm up/down","","00:07:46","","00:07:46","","","","","1.0","10.0","1.0","","","","","","","","","","","","VJ IRock","","Warm up",""
"2018-12-22","11","Orienteering","","","01:23:51","","","","01:23:51","","","6.7","70.0","3.0","","","","","","","","","","","","VJ IRock","","Orienteering training with DD. Focused on compass use and the large contour shapes ",""
"2018-12-23","9","Trail Run","warm up/down","","00:19:30","","","00:19:30","","","","2.1","15.0","2.0","","","","","","","","","","","","VJ IRock","","Warm up to orienteering ",""
"2018-12-23","9","Orienteering","","","00:58:20","","","","","00:58:20","","6.8","150.0","4.0","","164","187","","","","","","","","","VJ IRock","","Test course behind Morghan Firestone. Went pretty well, with only a couple small mistakes. ",""
"2018-12-27","16","Trail Run","","","01:05:58","","","","01:05:58","","","12.0","100.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Easy run to the highway and back ",""
"2018-12-28","15","Trail Run","warm up/down","","00:17:14","","","","00:17:14","","","2.7","20.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Warm up to intervals. ",""
"2018-12-28","15","Trail Run","intervals","","00:44:10","","","","","00:44:10","","8.1","135.0","4.0","","163","192","","","","","","","","","Saucony Breakthru 4","","1 km loop with hill, repeated 6 times and 1:15 rest. After these did a few short high intensity loops. ",""
"2018-12-28","15","Trail Run","warm up/down","","00:12:24","","","","00:12:24","","","2.4","35.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-12-30","","Trail Run","","","02:04:59","","","","02:04:59","","","22.0","270.0","3.0","","","","","","","","","","","","VJ IRock","","Run out to the Dundas Vally and back.",""
"2018-12-31","16","Road Run","","","00:39:08","","","","00:39:08","","","8.1","80.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Easy run out to the bay front and back",""
